Blog	four	looking	second	available	here	k	music	until	example	want	feature	wrong	yourself	series	re	wasn	service	needed	project	tech	came	saying	best	men	asked	much	life	worked	things	had	possible	right	old	people	easy	google	support	happy	inside	later	time	minute	leave	team	along	love	working	following	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	drive	going	where	sites	many	photos	single	summer	being	around	traffic	world	power	favorite	mean	other	her	complete	ad	am	original	tv	th	large	small	past	hours	experience	via	company	learn	states	sense	its	always	found	really	obama	sell	also	play	plan	sometimes	cover	set	see	movie	last	whole	community	recent	person	amp	readers	couple	d	continue	anything	into	link	line	us	ago	having	send	try	video	let	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	email	co	ve	android	off	less	web	five	become	announced	told	word	work	law	order	office	then	them	network	another	do	away	com	information	launched	hand	photo	night	post	months	way	update	together	cost	change	live	car	write	product	remember	still	non	half	now	year	space	shows	care	than	online	only	between	article	comes	these	media	thinking	real	read	early	using	business	lot	since	month	very	learned	family	takes	site	history	help	soon	actually	feel	beyond	event	issue	reason	put	american	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	used	user	game	some	run	step	within	similar	doesn	go	does	facebook	download	click	started	control	links	software	including	him	front	ask	times	long	need	able	based	course	written	key	problem	well	page	twitter	home	he	stories	piece	star	friends	companies	likely	even	tips	ever	never	call	tell	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	changes	left	human	yes	yet	deal	down	daily	did	box	making	may	man	maybe	talk	nbsp	group	interesting	policy	morning	after	thing	think	first	fast	little	anyone	were	performance	especially	shot	show	behind	black	get	nearly	enough	reading	across	according	those	different	same	running	money	audience	trying	videos	again	important	chris	u	forget	public	search	published	two	share	needs	coming	through	good	everyone	house	hard	idea	members	done	least	part	believe	b	build	most	find	please	point	simple	create	fun	itself	development	spent	spend	big	bit	often	back	either	use	forward	entire	access	body	others	private	names	ll	day	text	national	taking	gone	value	almost	thought	latest	add	happens	ways	buy	minutes	special	starting	under	every	changed	would	phone	me	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	report	full	however	news	been	quickly	several	social	everything	head	check	no	focus	cool	level	posts	quick	says	goes	water	today	platform	happened	name	she	turn	place	white	released	any	ideas	sure	state	review	come	case	myself	someone	week	without	when	seems	blog	there	follow	program	far	list	design	version	known	rather	short	might	number	story	kind	added	nothing	his	art	recently	attention	questions	customers	question	called	nice	users	helping	once	issues	include	app	few	women	something	six	instead	light	looks	our	york	g	july	which	who	why	local	ones	view	job	will	gets	know	press	because	getting	own	apps	made	record	below	percent	book	understand
plasticbag.org	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	4	0	0	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	5	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	1	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	2	0	3	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	0	6	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	2	2	0	0	1	1	3	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	1	0	0	0	0	3	1	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	0	0	0	0
Hot Air » Top Picks	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ThinkProgress	0	0	0	0	4	0	0	0	1	2	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	4	0	0	0	0	0	4	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	2	7	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	20	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	23	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	2	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	1	3	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
blog maverick	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	4	0	0	1	0	2	0	0	0	3	4	0	1	5	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	3	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	3	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	1	0	0	3	3	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	8	0	0	1	3	0	0	2	0	1	0	0	0	0	0	1	0	1	3	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2	0	0	0	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0
Topix Blog	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	3	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	1	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	1	0	0	0	1	1	0	0	0	3	3	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	3	0	2	0	0	4	0	2	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	1	1	7	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	2	2	1	3	0	0	0	2	1	0	0	0	0	6	0	0	0	0	0	1	7	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0
kottke.org	2	2	2	3	14	0	7	2	1	3	2	0	1	4	4	3	0	0	2	0	3	2	6	3	1	8	4	0	1	4	0	4	0	6	0	1	0	1	4	3	11	1	0	0	3	3	3	0	0	5	0	9	7	2	1	0	0	3	1	0	0	0	0	3	0	4	4	1	6	2	0	3	5	5	0	3	4	1	1	8	0	1	0	1	0	5	1	6	5	0	2	0	11	1	4	0	2	2	1	5	3	4	0	10	1	0	1	0	0	8	7	3	2	0	0	1	2	0	1	5	0	1	12	0	1	2	2	1	0	2	36	2	0	2	0	1	5	6	1	1	4	0	4	0	0	0	0	0	0	0	1	3	0	1	4	1	0	0	0	2	0	7	0	0	3	7	3	0	0	6	0	0	0	1	3	1	0	0	1	6	3	4	0	3	1	7	0	1	2	1	1	0	8	2	3	2	0	10	1	5	0	2	2	5	1	3	2	0	1	3	0	0	1	1	3	0	1	0	2	0	1	0	3	3	2	0	0	1	2	0	0	1	3	1	3	2	0	0	3	1	1	2	3	0	0	14	1	0	2	2	2	1	2	1	1	0	3	0	1	0	1	6	0	0	6	3	0	0	1	0	2	1	0	7	0	0	2	20	1	2	6	2	0	2	6	0	5	3	1	4	1	1	0	6	0	4	0	0	2	0	1	0	0	0	4	0	7	1	4	1	4	0	0	2	0	9	3	0	0	4	0	1	3	3	1	3	0	3	2	6	0	1	210	1	1	0	1	5	2	2	10	0	5	0	5	2	0	3	7	2	1	5	0	3	2	1	1	5	2	1	2	1	1	1	2	2	0	0	2	0	0	0	4	3	0	0	1	4	6	2	8	0	3	1	2	2	7	1	3	1	3	2	0	0	2	2	1	0	3	0	1	11	3	2	6	1	1	0	1	0	2	3	0	0	1	10	0	3	1	0	0	3	0	0	0	2	0	1	2	2	0	0	4	0	4	0	2	0	3	4	0	1	2	0	1	0	3	7	2	2	0	1	6	0	0	2	0	4	8	0	3	5	2	0	1	7	2	0	5	1	2	5	3	4	3	0	0	0	1	0	3	4	2	0	1	1	0	1	3	0	1	2	2	0	9	0	0	6	1	3	4	1	10	2	2	0	2	2	0	4	0	0	0	19	11	4	0	0	0	0	5	1	0	0	0	0	1	2	4	0	11	2	2	0	4	2	1	0	1	11	8	2	0	1	1	0	14	2	10	2	3	1	0	0	10	0	1	0	3	1
43 Folders	5	2	8	5	28	2	0	15	0	26	1	6	15	0	48	2	3	3	3	0	1	11	14	2	1	37	32	5	55	26	5	24	10	54	5	2	3	6	2	5	46	3	5	2	1	15	7	2	19	6	3	75	16	8	3	0	5	4	8	2	21	1	4	10	0	7	20	0	20	0	6	1	17	10	2	13	7	10	7	22	17	0	1	14	2	4	1	3	2	8	4	4	1	2	11	0	4	9	20	1	77	0	1	27	6	2	15	3	3	18	1	13	4	0	2	8	11	2	7	45	4	14	21	2	3	21	3	11	3	18	14	17	14	5	5	3	2	0	1	16	24	11	4	5	9	16	20	11	27	11	0	40	0	13	16	10	4	12	0	6	3	59	1	8	0	25	22	4	10	74	7	17	6	0	3	2	5	2	4	36	4	3	0	13	8	3	3	4	6	20	9	9	41	14	1	0	27	36	1	22	3	4	5	24	2	5	19	43	4	8	8	39	5	2	29	3	4	4	2	0	30	5	14	7	2	4	1	5	3	2	1	7	11	2	4	2	10	8	8	7	5	10	6	0	2	28	6	4	2	1	18	21	5	1	16	2	2	3	2	1	8	12	3	9	3	21	21	1	2	2	16	2	15	24	4	4	6	39	2	0	1	5	2	4	50	5	26	26	3	17	4	1	2	13	4	27	1	2	4	1	0	2	8	7	1	46	47	11	6	18	14	4	0	3	1	59	45	4	2	4	13	6	2	9	4	13	0	11	15	7	14	22	1	0	2	0	7	10	33	31	29	2	28	14	16	1	8	2	4	2	1	50	5	15	13	0	0	27	7	9	4	5	5	10	0	10	13	0	0	2	1	0	1	10	4	4	1	7	26	8	2	16	6	0	10	11	17	9	6	2	41	10	16	21	7	0	3	6	1	2	2	25	7	19	25	7	11	1	1	0	1	4	4	0	37	16	4	0	1	2	3	13	10	0	1	3	5	5	7	5	5	20	12	0	20	1	82	10	7	29	4	13	2	8	5	7	13	2	14	2	4	2	6	1	0	7	1	1	31	2	2	1	12	1	2	37	3	3	3	2	0	13	10	5	13	0	2	3	29	5	7	0	1	38	3	10	0	1	5	3	8	7	11	12	30	2	5	33	0	0	7	3	10	3	2	8	3	16	9	6	9	0	7	28	3	1	9	0	3	3	3	15	5	6	4	0	1	8	13	0	23	4	4	1	3	35	1	2	0	45	70	32	0	2	4	19	53	13	40	0	57	11	13	5	28	1	0	1	25	14
Official Google Blog	3	5	3	10	12	10	18	5	3	13	1	0	2	6	55	2	1	1	4	3	0	0	8	3	5	9	8	1	7	16	1	12	3	63	3	145	5	1	1	2	29	4	1	10	3	5	6	6	2	6	44	20	15	4	5	25	0	6	7	4	2	3	0	12	0	3	18	3	21	5	3	8	4	35	3	72	17	6	1	15	6	2	3	0	1	2	5	2	3	5	5	5	0	1	14	2	4	10	2	0	3	0	0	29	13	4	0	2	6	22	7	17	1	7	2	2	1	0	1	9	6	1	18	3	1	20	4	0	1	4	10	4	4	4	11	11	1	9	4	9	6	8	5	4	5	1	11	2	2	0	6	28	5	8	4	12	5	3	6	1	0	12	2	0	0	3	14	4	7	16	4	5	21	5	3	3	5	3	5	9	3	7	1	11	16	0	2	5	1	3	0	5	24	16	7	1	7	51	8	5	3	0	1	18	11	2	8	5	4	6	2	8	8	4	1	1	5	1	8	4	25	3	1	3	3	4	0	0	5	1	4	4	3	15	4	1	6	1	4	3	12	15	10	1	17	18	2	2	0	1	3	3	7	0	4	2	7	9	0	2	4	1	3	4	10	8	7	6	8	1	1	1	0	11	3	7	10	9	12	0	4	4	4	1	10	3	3	5	6	3	4	2	2	8	5	18	4	2	2	6	1	5	4	0	4	8	8	1	2	0	0	2	0	8	3	15	25	4	2	2	1	7	4	3	1	0	1	6	9	2	2	0	6	2	2	2	3	23	3	5	28	0	4	3	22	2	2	1	15	5	3	26	5	2	0	7	1	7	4	7	3	1	0	1	8	1	7	1	26	2	4	46	2	11	17	2	5	21	8	5	1	4	1	0	6	3	11	1	1	6	29	21	1	2	4	7	4	3	2	3	0	7	1	4	6	1	11	6	3	4	2	3	4	2	36	13	0	9	2	1	0	1	0	5	4	1	6	1	1	7	5	1	15	1	5	3	8	7	1	19	0	8	8	7	4	7	7	19	5	6	0	6	3	0	0	0	1	25	21	2	5	4	4	3	7	4	2	3	1	1	4	1	1	2	25	2	0	0	6	2	9	1	1	5	0	2	7	0	5	2	0	0	59	6	25	1	2	22	6	0	3	3	1	4	3	2	2	3	3	6	2	0	0	11	2	3	3	19	0	4	3	0	5	3	1	2	4	8	11	18	9	2	0	0	1	65	5	5	6	15	46	7	1	2	23	1	32	2	6	0	4	6	12	5	7	1	2	10	0	6
Autoblog	4	0	1	0	0	0	0	0	0	1	1	1	0	4	1	1	0	0	0	1	0	0	2	0	0	1	6	0	0	2	0	0	4	0	0	0	4	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	1	7	0	1	2	0	0	1	0	9	4	4	0	0	0	1	0	0	0	1	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	5	0	0	0	0	4	1	0	0	0	0	3	45	0	0	0	0	0	0	1	0	0	1	40	0	0	0	0	4	0	0	0	1	18	0	3	3	0	3	0	1	1	1	3	1	1	2	0	0	0	0	0	40	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	6	0	1	4	0	1	23	0	0	0	0	0	3	1	7	0	2	1	2	0	1	1	1	0	0	0	0	2	2	1	0	0	1	1	0	3	0	4	4	0	0	1	4	0	0	3	0	0	0	1	2	0	0	0	1	8	1	0	0	2	0	7	3	2	0	0	2	1	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	1	3	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	8	0	0	0	0	1	40	1	0	0	1	3	0	0	0	0	1	0	0	0	0	0	3	1	0	0	160	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	4	2	0	8	0	0	40	0	0	0	0	0	0	1	0	3	8	1	0	0	0	0	1	0	0	5	0	0	2	4	0	0	0	3	0	0	0	0	0	0	3	0	0	1	40	0	0	0	0	0	0	0	0	2	0	0	0	0	40	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	1	0	0	0	0	41	1	0	0	0	0	1	0	8	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	1	0	1	0	0	0	3	0	3	0	0	2	1	0	0	0	2	1	0	1	0	1	4	0	0	1	4	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	4	43	0	0	0	1	0	2	0	0	0	1	7	5	0	1	3	1	0	0	0	5	0	2	0	0
Daily Kos	3	6	8	2	26	0	0	8	3	15	0	5	1	2	27	3	1	2	1	0	4	8	7	2	6	18	8	3	11	30	7	23	9	26	2	0	28	3	1	2	27	3	3	5	4	0	8	6	2	9	1	47	14	12	0	4	2	6	6	0	18	5	6	16	3	22	13	0	15	1	2	3	17	7	1	7	3	0	4	22	21	1	6	7	3	3	0	4	0	6	4	2	1	1	0	11	2	13	3	6	6	28	2	25	6	3	2	6	3	12	2	22	3	2	3	4	6	5	2	6	2	7	22	3	2	24	4	8	1	1	6	6	6	5	0	4	8	8	5	8	14	3	2	5	6	17	0	2	2	6	2	12	0	8	6	0	6	1	1	3	4	5	6	4	6	19	20	3	13	24	4	1	4	0	2	0	10	3	6	12	0	1	1	8	11	3	3	2	2	11	5	6	18	14	0	5	14	20	1	17	4	1	5	14	19	1	8	2	4	5	1	8	12	6	10	2	8	1	1	6	4	3	7	1	0	7	3	4	9	7	0	5	7	7	1	2	4	5	11	5	8	20	6	0	3	29	11	3	5	3	8	12	14	1	2	3	2	2	0	0	5	20	1	2	21	20	9	4	4	2	2	3	9	16	2	1	4	117	8	3	0	1	1	10	17	0	8	18	7	3	7	0	2	13	4	4	3	5	3	0	11	0	5	7	8	13	4	5	4	2	36	12	1	12	1	43	15	2	6	2	4	8	29	13	9	13	0	9	14	3	8	3	8	12	1	21	13	19	9	11	21	1	5	3	25	1	3	2	25	2	8	25	3	3	0	3	4	17	3	5	8	9	2	9	3	10	6	6	4	1	10	0	3	24	0	2	1	19	18	5	22	7	2	7	5	5	10	2	0	0	17	17	0	11	0	0	3	4	0	5	1	4	4	2	12	4	9	1	2	8	1	2	5	3	13	11	0	10	2	2	0	1	4	5	0	2	4	0	0	0	0	2	7	3	34	0	6	11	4	27	0	1	7	3	3	11	4	14	9	4	5	5	2	0	3	2	3	11	34	1	3	1	4	3	2	24	0	0	3	4	1	12	3	2	11	2	5	2	18	0	8	6	2	6	0	4	32	4	8	6	2	6	26	1	27	4	0	37	1	3	9	2	0	2	3	4	2	7	8	21	3	4	6	66	2	2	8	3	0	4	7	2	0	0	2	0	4	2	7	13	15	4	5	1	10	28	9	0	9	25	63	14	2	3	1	4	41	5	11	2	20	7	12	0	7	0	14	11	6	3
Google Blogoscoped	0	0	1	0	2	0	0	0	0	2	2	1	1	0	5	0	6	1	0	1	0	0	4	0	1	4	0	0	1	3	1	1	0	3	1	28	0	0	0	2	4	0	1	0	0	2	2	0	0	0	0	7	1	0	0	0	0	2	1	0	0	1	1	1	0	2	1	1	0	0	1	0	0	2	0	1	0	0	0	4	0	1	0	1	0	0	0	0	1	2	0	0	2	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	1	1	0	0	0	0	2	0	1	0	1	2	0	0	2	1	1	0	0	0	0	0	0	1	0	0	4	1	0	1	4	3	0	0	0	0	1	0	0	0	3	4	0	2	3	0	0	0	1	1	1	0	2	0	1	0	1	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	1	1	2	0	0	1	1	0	1	0	2	0	4	0	0	0	0	1	0	0	0	4	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	2	2	2	1	1	2	2	2	3	1	0	0	2	0	1	0	0	0	2	0	0	2	0	0	0	0	0	1	1	2	0	1	0	0	0	0	2	0	0	1	2	0	0	0	1	0	1	4	0	0	1	0	0	0	0	3	0	0	0	0	1	1	0	1	0	1	0	0	4	2	0	0	0	2	0	0	0	1	8	3	1	1	0	0	1	0	1	0	1	3	0	1	0	1	0	0	7	0	0	0	0	1	0	2	1	0	1	1	0	1	0	1	0	0	5	0	0	1	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	3	1	0	0	0	0	4	0	3	3	0	0	1	1	1	0	0	0	0	0	0	1	3	0	3	0	0	0	3	1	0	0	6	3	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	11	4	4	0	0	1	0	3	0	2	0	0	1	1	2	1	0	3	0	0	0	2	0	1	4	1	1	0	0	0	0	6	0	0	0	1	1	1	1	0	1	0	0	2	0	0	2	0	0	3	0	0	0	0	1	1	0	1	0	0	4	0	1	5	0	0	0	1	1	0	0	0	0	0	5	0	0	1	0	1	0	0	0	2	0	4	1	1	0	0	1	0	0	4	1	0	2	0	0	0	0	3	0	0	0	5	5	0	0	0	2	0	1	0	2	1	5	0	0	6	2	1	1	0	0	0
